User,Isi konten,preprocessed,Date
Alvaro16273300,,@__anakkolong _perjuangan ganjar bisa apa??? bisa matikan mimpi anak muda di piala dunia ganjar bisa apa? bisa lepas dari jeratan korupsi e-ktp krn minta bayaran sama besarnya dngn pimpinan komisi..bahas donk,2023-06-22 10:50:24+00:00
fajaronline,,"tiga kepala daerah diperiksa kejaksaan kasus dugaan korupsi, kajati: tak ada unsur politis https://t.co/ kudd",2023-06-22 10:50:17+00:00
opinirakyat2024,,markibong bau amis korupsi proyek kcic yang tak kunjung usai... https://t.co/igmv huibe...,2023-06-22 10:49:52+00:00
budimandelvin0,,keterlaluan kok korupsi... ga ada otak,2023-06-22 10:49:30+00:00
rutan1depok,,"depok kepala rutan kelas depok, andi gunawan bersama dengan tim pokja wbk (wilayah bebas dari korupsi) pagi ini mengikuti kegiatan sosialisasi road map reformasi birokrasi (rb) dan pengembangan aplikasi erb, ). kemenkumham jabar r. andika dwi prasetya https://t.co/ go te bi",2023-06-22 10:48:42+00:00
Bapas_Kediri,,"terus berproses menuju zona integritas wilayah bebas dari korupsi bapas kediri ikuti sosialisasi road map rb dan pengembangan aplikasi erb secara virtual kamis, juni pukul wib tim zi bapas kediri mengikuti kegiatan sosialisasi road map rb dan pengembangan aplikasi- https://t.co/sohetjqotw",2023-06-22 10:47:03+00:00
kuracaci,,"mus, mirip doa nya jgp. emang nya allah akan bela koruptor? kalau memang korupsi kenapa tidak di tangkap? jadi boleh korupsi kalau di dukung kadrun gitu? waras mus?",2023-06-22 10:46:21+00:00
NurSodi69979213,,_achmadi nonton porno dosanya lebih besar dari korupsi trilyun.,2023-06-22 10:45:38+00:00
mediaindonesia,,otak korupsi tukin di kementerian esdm dapat duit paling banyak https://t.co/yxximnvdot,2023-06-22 10:45:04+00:00
frz_tmr,,korupsi adalah berita sehari-hari,2023-06-22 10:44:59+00:00
USutendi,,doa ente tidak penting tapi gua juga berharap anies tidak jadi tersangka. ente bilang anies tidak korupsi juga tidak penting karena ente bukan penesehat hukum anies.,2023-06-22 10:44:43+00:00
aldokris,,"jadi keinget pesan mendiang ibunya pak ganjar, yang pesen ke pak ganjar untuk enggak korupsi. terimakasih njih bu sri suparmi sudah melahirkan pak ganjar",2023-06-22 10:44:40+00:00
_ciun,,"kaos, korupsi hari haha",2023-06-22 10:44:17+00:00
itsmeowww9,,seru sih tapi uangnya dari mana takut dikira habis korupsi,2023-06-22 10:44:10+00:00
KhoHiWan1,,"mus goblok, koq berdoa ngak di proses korupsi goblok patent",2023-06-22 10:42:45+00:00
sulist_cr3w__,,korupsi dan kkn jaman jokowi lebih ganas dari jaman orba!! rr https://t.co/hhgycavpo,2023-06-22 10:42:40+00:00
yunankingstar1,,bisa pasti jadi tersangka bila anies baswedan melalukan korupsi atau koruptor https://t.co/htmsdtouri,2023-06-22 10:42:31+00:00
P3n99u94t,,"kabar anies baswedan bakal ditersangkakan lewat formula e... said didu, mandalika lebih memenuhi syarat korupsi.... https://t.co/kmqb iharc",2023-06-22 10:42:14+00:00
wasleee,,"bangsat emang, pegawai kpk korupsi tuch dh bangsat banget.",2023-06-22 10:41:30+00:00
SisWant20347361,,"kkn awalnya begitu, lama jadi korupsi merajalela, gak bagus untuk negara demokrasi indonesia,",2023-06-22 10:39:42+00:00
Balak_tiga,,_vigor korupsi gada habisnya,2023-06-22 10:38:56+00:00
AKUsetiaNKRI,,_sk yg pecundang itu yg korupsi lagian msh percaya aja sama orang yg tdk punya kompetensi,2023-06-22 10:36:43+00:00
Bambang1170,,semoga bem ui selalu dalam lindungan allah...dan tetap konsisten mengkritik elit yg membungkam demokratisasi dan elit yg korupsi...aamiin yra,2023-06-22 10:36:21+00:00
taliwongsooo,,"wahai _official sebelum kalian ber-darah, bikin satu saja legasi: desak dpr-ri segera sahkan uu perampasan aset hasil korupsi. baru setelah itu mau ber-darah², ber-mencret² atau berlimpah cuan, silakan.",2023-06-22 10:35:48+00:00
kppnsidikalang,,"halo komitmen pengendalian anti gratifikasi kppn sidikalang berkomitmen untuk senantiasa memberikan layanan yang bebas dari tindakan korupsi dan gratifikasi. stop korupsi, stop gratifikasi!! https://t.co/ dzlbtkz",2023-06-22 10:35:39+00:00
MelodiAsyik,,"mustahil menghasilkan pemimpin amanah di model pemilu yg berbiaya mahal halangi org miskin naik jd pemimpin kalau pakai modal pribadi, hrs korupsi utk balik modal kalau didanai cukong, hrs berhutang budi kpd cukong pemilu tdk langsung jauh lebih baik drpd pemilu langsung",2023-06-22 10:34:55+00:00
poppo1310,,beli pesawat rombengan. bocor bocor bocor,2023-06-22 10:34:14+00:00
pikiran_rakyat,,"anies baswedan disebut bakal jadi tersangka korupsi, mahfud md: saya tidak tahu https://t.co/ zzf cmf",2023-06-22 10:34:04+00:00
wahaidiriku,,"isu dugaan korupsi udah lama bngt, bahkan pak anies sdh ke kpk sendirian tnpa satu pun mendampingi tpi gk terbukti... penguasa bner lg ketakutan",2023-06-22 10:33:33+00:00
arisputra1515,,ganjar pranowo serius mencegah korupsi https://t.co/haql rxbwq,2023-06-22 10:32:08+00:00
detikcom,,"kejagung terus usut dugaan korupsi pengelolaan kegiatan usaha komoditas emas ada sejumlah saksi yang diperiksa, di antaranya pegawai pt antam. https://t.co/fpvicaqv",2023-06-22 10:32:00+00:00
wulandari_erian,,_jr _anaklolina bau korupsi mulai kenceng sekarang mau beli jet tempur bekas lagi dan dananya utang,2023-06-22 10:31:52+00:00
excalibur_ex777,,"gw sih ngga terlalu ambil pusing dengan utang-utang negara, karena negara maju yg super power aja kayak amerika punya utang. gw sih fokusnya ke hal korupsi.",2023-06-22 10:31:51+00:00
rachman0565,,katakan saja _ri kita pun korupsi....,2023-06-22 10:30:50+00:00
TirtoID,,menko polhukam mahfud md mengaku tidak tahu soal adanya informasi mantan gubernur dki jakarta akan segera menjadi tersangka dugaan korupsi formula e. https://t.co/dzmiycwnvd,2023-06-22 10:30:01+00:00
alan_sepak,,"semoga hal seperti ini bisa berjalan dengan baik. pssi akan memastikan dan menjaga staf, pemain, wasit tak akan ada yang korupsi. kalau ada hukum aja yah nanas siang wasit titanic gojek chelsea rp kamis https://t.co/mhoua bvze",2023-06-22 10:29:58+00:00
ical_be,,rest in peace kejujuran korupsi sudah seperti makanan sehari hari,2023-06-22 10:29:07+00:00
tvOneNews,,"menteri koordinator bidang politik, hukum dan keamanan (menko polhukam), mahfud md, mengaku tidak tahu soal mantan wakil menteri hukum dan ham, denny indrayana, yang mengutarakan kabar bahwa kpk segera mengumumkan perkembangan dugaan kasus korupsi formula dan anies baswedan segera ditetapkan sebagai tersangka. menurut mahfud md, indrayana biasanya mempunyai sumber yang katanya kredibel terkait kabar tersebut. ""ia kan biasanya punya sumber yang katanya kredibel. mungkin. saya enggak punya sumber untuk menanggapi itu,"" kata dia. simak berita selengkapnya hanya di https://t.co/ojhpnoqfo _hukum",2023-06-22 10:28:41+00:00
theT4ntryS1,,"pak terus berupaya menciptakan iklim pemerintahan yg bersih dari korupsi, kolusi dan nepotisme seperti slogan yang diciptakannya.. 'mboten korupsi, mboten ngapusi' https://t.co/ ywaktdg",2023-06-22 10:28:13+00:00
sossisagaya,,"sama aja kok mau partai religius, mau sekuler... walikota depok dari partai itu selesai menjabat jadi tsk korupsi.",2023-06-22 10:28:12+00:00
historia_id,,"bertekad memperbaiki birokrasi dan memberantas korupsi, paran/operasi budhi malah jadi korban. https://t.co/trozgygg",2023-06-22 10:28:01+00:00
KPK_RI,,"kpk menyampaikan permintaan maaf dan menyesalkan dugaan tindak pidana korupsi yang terjadi di rumah tahanan (rutan) kelas jakarta timur cabang kpk. atas hal tersebut, saat ini kpk telah membentuk tim untuk menindaklanjuti penanganan kasus korupsi dan pelanggaran disiplin para pihak yang diduga terlibat.",2023-06-22 10:27:18+00:00
Prabu51814628,,"_official hallo _official gw mau tanya.... wakktu uu perampasan aset korupsi, kenapa kalian ga ada yang demo.. harusnya yang penting ini yang kalian perjuangkan. atau takut nanti pas lu korupsi aset semua di sita.. hayooo hayoo",2023-06-22 10:27:03+00:00
pejuang44180583,,tukang sebar kabar hoax...bukane pernah kena kasus korupsi ya??,2023-06-22 10:26:51+00:00
UBgati,,innalillahi..korupsi sudah seperti budaya warisan turun temurun.... parah!,2023-06-22 10:26:00+00:00
fortisfortuna_9,,https://t.co/p kmlltjq suka dgn sikap ditjen bea cukai yg tdk su udzon kpd ap sampai saat ini segala kekayaan jumbo ap adalah halal &amp; murni jatuh dari langit kecuali _ri buktikan sebaiknya pak inikah wajah anti korupsi yg ideal? mohon pak moralitas kami terusik,2023-06-22 10:24:52+00:00
TiffanyNiasa,,"mantap yah, sekarang mah, pssi akan memastikan dan menjaga staf, pemain, wasit tak akan ada yang korupsi. semoga hal seperti ini bisa berjalan dengan baik nanas siang wasit titanic gojek chelsea rp kamis https://t.co/o if ntog",2023-06-22 10:24:07+00:00
hans_thetic,,tercium bau bau korupsi,2023-06-22 10:23:27+00:00
dhardanibros,,bukan suatu keheranan melihat respons warga yang 'normal' ketika menterinya terlibat atau menjadi tersangka kasus korupsi. sebetulnya it's totally disgusting. come on it's top level in this country.,2023-06-22 10:23:26+00:00
torowagu,,"_didu _ri ya kalo om didu yakin, kasih aja bukti nya korupsi mandalika ke kpk. kalo formula kan udh di kpk, tinggal tunggu waktu.",2023-06-22 10:22:16+00:00
AkinaNelya,,"rugi bukan berarti korupsi, dan untung bukan berarti tdk korupsi......",2023-06-22 10:22:11+00:00
Bean781,,lho kok begini...orang korupsi kok ndak boleh diciduk????,2023-06-22 10:21:38+00:00
KarinaNadila18,,_didu _ri _ri jgn kalian jadi jongos oligarki untuk habisi anies. rakyat akan marah. tangkap sj orang ini yg korupsi e-ktp nazarudin sdh bersaksi. https://t.co/ut yfccvnk,2023-06-22 10:21:18+00:00
Pahe269,,cuma iri hati aja yg lain bebas korupsi dan hukuman ringan,2023-06-22 10:20:23+00:00
Bg_Vigor,,"innalillahi seperti tak ada habisnya korupsi di negeri ini kejati sumsel menetapkan dan menahan terhadap ap,si &amp; ti terkait perkara proses akuisisi pt. satria bahana sarana (sbs) oleh pt. bukit asam (ba) melalui anak perusahaan pt. bukit multi investama (bmi) blokm https://t.co/ mff xsa",2023-06-22 10:19:38+00:00
KristaHena,,"luar biasa yah, sekarang. pssi akan memastikan dan menjaga staf, pemain, wasit tak akan ada yang korupsi. nanas siang wasit titanic gojek chelsea rp kamis https://t.co/us wbzj",2023-06-22 10:19:29+00:00
nunungmar1404,,_lestari masalah korupsi ini ibarat duri dalam daging terasa tapi sulit untuk mencabutnya apalagi alat yg akandipakai untuk mencabutnya sampai saat ini masih terbenam entah kapan akan di munculkan nya.,2023-06-22 10:18:51+00:00
safergieway,,"perlu diingat juga pak, pelaku korupsi dan mafia di wakil rakyat itu bukan karna kebutuhan dasar ga tertutupi loh. bahkan disumpah pake kitab suci pun tetep berani terima suap~ intinya ya tetep harus cari yg punya integritas.",2023-06-22 10:18:03+00:00
TirtoID,,penyidik kejaksaan tinggi provinsi sulawesi tengah menggeledah kantor bawaslu kabupaten morowali terkait dugaan korupsi dana hibah sebesar rp miliar dari bawaslu sulteng tahun https://t.co/ah wgmkpu,2023-06-22 10:17:56+00:00
Bintang76288009,,_polri jangan pernah percaya apapun yang dikatakan oleh orang yang pernah terlibat perkara korupsi https://t.co/oq pdaw,2023-06-22 10:17:37+00:00
Thannnsss,,"_id sayangnya dari keseluruhan belum ada yang efektif memberantas korupsi secara masif, karena ada beberapa lembaga yang tergulung sama dinamika politik atau terintervensi oleh kekuasaan",2023-06-22 10:17:24+00:00
didik_dsp,,"guoblok atw tutup mata, gimana caranya kalau tidak melibatkan jabatan dan fasilitas negara, ngundang rapat pendukung aja di istana negara. ancuuur negar karena kongkalingkong dan korupsi yang membudaya",2023-06-22 10:17:19+00:00
BudiSan75825121,,_didu _ri abis ini kpk tak ada lagi taji selamat bung anda telah punya jasa buat perubahan kpk kpk jaman now bubarin apa yah ngabisin duit rakyat aja apa harus rakyat sendiri yg turun tangan buat berantas korupsi jika masih punya malu pada mundur lah,2023-06-22 10:17:17+00:00
tukangrosok22,,"seorang anggota parlemen malaysia, khalid samad mengomentari kapal pesiar mewah di tanjung benoa, bali di tangkap kepolisian ri bekerjasama dg fbi. diduga hasil pencucian uang dr korupsi wn malaysia yg kasusnya ditangani pengadilan amerika serikat pd tahun silam. https://t.co/uydpk vbhu",2023-06-22 10:16:32+00:00
Ujangde19270348,,sangat setuju dg catatan berdayakan bumdes. korupsi hukum mati.,2023-06-22 10:16:14+00:00
ShannaShin,,"jadi, pssi akan memastikan dan menjaga staf, pemain, wasit tak akan ada yang korupsi. semoga hal seperti ini bisa berjalan dengan baik nanas siang wasit titanic gojek chelsea rp kamis https://t.co/gp feqqk",2023-06-22 10:14:42+00:00
IvoFlorist,,yo ngene lek cuma approve approve tok. terus sing mlayu dikon miber ngunua? dikiro nyebrange gak angel? kesusu pengen korupsi danane ae wong wong,2023-06-22 10:14:03+00:00
kadrun_pekok,,pemimpin anies sangat berani kelebihan bayar.. dalih korupsi gaya yaman,2023-06-22 10:12:53+00:00
IndonesiaMurni,,do'amu bukan ukuran anies ndak korupsi,2023-06-22 10:12:25+00:00
024Kppn,,"kegiatan zoom meeting internalisasi penguatan budaya kementerian keuangan kamis, juni ""tolak gratifikasi"" 'gratifikasi merupakan akar dari korupsi' ""no korupsi"" bersama kita melawan korupsi layanan kppn cirebon rp. ,- rupiah https://t.co/ ulwkh",2023-06-22 10:11:14+00:00
SentotQ,,_id korupsi bansos kok _id diam aja ayoo bacotmu mana,2023-06-22 10:10:27+00:00
Pi_IDPioneer,,"saya berdoa agar anies tidak sakit bila jadi tersangka formula dan terbukti korupsi. formula sukses anggarannya dan mewariskan utang seperti sirkuit mandalika. kalau kpk jadikan anies tersangka sesuai bukti nya, saya menduga keras musni bakal pakai magic power.",2023-06-22 10:10:07+00:00
MinasaLori,,"pssi akan memastikan dan menjaga staf, pemain, wasit tak akan ada yang korupsi. semoga aja ya pak nanas siang wasit titanic gojek chelsea rp kamis https://t.co/exgfdqxqi",2023-06-22 10:09:58+00:00
JamesBarauntu,,"_min _polri org lain yg korupsi,ehh.. jokowi yg salah.akal sehtnya mna??klu ngga korupsi,ngga mungkn jd trsangka!!",2023-06-22 10:08:55+00:00
IslandBalinese,,udah kl kamu ga percaya dia korupsi (sdh ada contoh klebihan bayar semua https://t.co/r bkzd m) masih ga percaya bilang dijegal...ada satu cara yaitu bersumpah (pocong) di atas alquran di dlm masjid disaksikan ulama itu biar kamu percaya kita percaya. beres kan.,2023-06-22 10:08:47+00:00
NenkMonica,,"ketika kesalahan org lain dicari dan diperkarakan atas nama pemberantasan korupsi, namun ketika insan di lembaga dg atas nama pemberantas korupsi melakukan kesalahan yg sama dg org yg dicari dan diperkarakan dg enteng berlindung dari dan atas nama manusia biasa.",2023-06-22 10:08:28+00:00
IslandBalinese,,udah kl kamu ga percaya dia korupsi (sdh ada contoh klebihan bayar semua https://t.co/r bkzd m) masih ga percaya bilang dijegal...ada satu cara yaitu bersumpah (pocong) di atas alquran di dlm masjid disaksikan ulama itu biar kamu percaya kita percaya. beres kan.,2023-06-22 10:08:08+00:00
TMusyafah,,harus jelas berapa milyar yg di korupsi anis soalnya sejauh ini gestur anis tetep seorang yg bersih.santun dan amanah.jd kalau akhirnya dia jd tersangka...sejarah mencatat anak bangsa sebagai kurban politik.,2023-06-22 10:07:42+00:00
IslandBalinese,,udah kl kamu ga percaya dia korupsi (sdh ada contoh klebihan bayar semua https://t.co/r bkzd m) masih ga percaya bilang dijegal...ada satu cara yaitu bersumpah (pocong) di atas alquran di dlm masjid disaksikan ulama itu biar kamu percaya kita percaya. beres kan.,2023-06-22 10:07:25+00:00
SugitoMustofa,,mending korupsi lah hukuman nya juga cuma segitu,2023-06-22 10:06:53+00:00
historia_id,,"bapekan tak pandang bulu menangani segala macam kasus korupsi, mulai dari nilainya jutaan rupiah hingga dua rim kertas. https://t.co/ldgp jrfgk",2023-06-22 10:06:15+00:00
erfandi_law,,untuk menjaga marwah kpk dalam pemberantasan korupsi pegawai rutan perlu ditindak tegas baik dg pemecatan atau penambahan pidananya,2023-06-22 10:06:10+00:00
pojok_g,,"semoga hal seperti ini bisa berjalan dengan baik. pssi akan memastikan dan menjaga staf, pemain, wasit tak akan ada yang korupsi. nanas siang wasit titanic gojek chelsea rp kamis https://t.co/ekrsvenf",2023-06-22 10:04:24+00:00
hyposimpathetic,,saya tantang kpk untuk menetapkan anies sebagai tersangka korupsi kalo berani... kalo pengen tau yang namanya people power saya juga kepengen merasakan rusuh berulang,2023-06-22 10:03:51+00:00
Prabu51814628,,_k kaaya gini bacot gede saat uud perampaasan aset korupsi ga ada yang turun mahasiswa apaaan lu..,2023-06-22 10:02:42+00:00
WongIndonesiaOK,,_id kpk itu sdh jd komisi penyubur korupsi,2023-06-22 10:02:16+00:00
sibuk_bola,,"mantap banget yah! pssi akan memastikan dan menjaga staf, pemain, wasit tak akan ada yang korupsi. semoga hal seperti ini bisa berjalan dengan baik nanas siang wasit titanic gojek chelsea rp kamis https://t.co/yklwr hyu",2023-06-22 10:01:04+00:00
kangkresna,,"bener sih ga riba, kalau minjem di bank kan ada bunga, tapi tetep aja haram, nyolong/korupsi itu pak",2023-06-22 10:00:50+00:00
Bisniscom,,komisi pemberantasan korupsi (kpk) memastikan akan mendalami dugaan praktik pungutan liar (pungli) juga terjadi di rutan lainnya. https://t.co/lpcviu ra,2023-06-22 10:00:33+00:00
Leonita_Lestari,,itu justru langkah smart yang tak tampak tapi berdampak. itu pasti kerjaan para terduga korupsi yang sudah masuk waiting list kejaksaan agung untuk mencari saat bisa berkelit.,2023-06-22 10:00:10+00:00
Leonita_Lestari,,"artinya, bisa jadi jr itu justru dimaknai untuk mengganggu atau mengalihkan fokus institusi kejaksaan. dari fokus dalam mengusut dan membongkar kasus mega korupsi, beralih atau justru distracted menghadapi judicial review. https://t.co/yk gpbel",2023-06-22 10:00:09+00:00
Leonita_Lestari,,"potensi pertama dan langsung terkait, jr yang dilakukan oleh yasin ini mudah kita duga merupakan salah satu langkah strategi. sebagai seorang pengacara mencarikan jalan keluar bagi kliennya agar dapat lepas dari jerat hukum tindak pidana korupsi, itu masuk akal. https://t.co/ hr ndvjsc",2023-06-22 10:00:06+00:00
Leonita_Lestari,,upaya jr ini diajukan yasin jamaluddin seorang pengacara tersangka tindak pidana korupsi plt bupati mimika johannes rettob yang tengah ditangani oleh kejaksaan. https://t.co/brwupfohhj,2023-06-22 10:00:05+00:00
inihawee,,paham ya bagaimana caranya korupsi,2023-06-22 10:00:02+00:00
Leonita_Lestari,,"hukuman mati sekaligus rampas semua aset yang dimiliki oleh pelaku korupsi, sepertinya memang sudah saatnya untuk dibuat. kenapa?",2023-06-22 10:00:01+00:00
Leonita_Lestari,,"jangan pernah bosan teriakkan 'lawan koruptor!!' saat ini kita butuh aph yang punya integritas. terutama pada bidang tindak pidana korupsi. tak hanya itu, payung hukum yang jelas dan tegas, mutlak sangat dibutuhkan.",2023-06-22 10:00:00+00:00
